movie,year,imdb,votes
The Frightened City,1961,6.2,467
Tammy Tell Me True,1961,6.6,677
Sanctuary,1961,6.3,225
The Gambler Wore a Gun,1961,5.8,108
A Majority of One,1961,6.8,887
The Mask,1961,6,583
Taxi for Tobruk,1961,7.3,1326
The Tartars,1961,5.1,274
X-15,1961,5.9,481
The George Raft Story,1961,5.8,215
Bachelor in Paradise,1961,6.3,1196
Antigone,1961,7.2,535
Sword of the Conqueror,1961,5.5,129
Samson vs. the Vampires,1961,5.8,259
Most Dangerous Man Alive,1961,5.6,189
Le triomphe de Michel Strogoff,1961,6,110
El tesoro del indito,1961,6.4,8
"Please, Not Now!",1961,5.9,282
Madame,1961,6.2,222
Madison Avenue,1961,6,231
The Thief of Baghdad,1961,6.4,400
Cry for Happy,1961,6.2,184
Nude on the Moon,1961,3.9,703
Sampoorna Ramayana,1961,7.2,38
The Happy Thieves,1961,5.4,347
The Story of the Count of Monte Cristo,1961,6.5,346
Bridge to the Sun,1961,7.2,666
A Thunder of Drums,1961,6,615
Battle at Bloody Beach,1961,5.6,355
Hand in Hand,1961,7.5,369
Erotica,1961,4.6,67
Bachelor Flat,1961,5.9,314
A Difficult Life,1961,8.1,1181
The Naked Witch,1961,3.1,284
The Sins of Rachel Cade,1961,6,401
Ánimas Trujano (El hombre importante),1961,7.9,342
Kabuliwala,1961,7.6,276
Gold of the Seven Saints,1961,6.4,442
The Singer Not the Song,1961,6.3,453
Doctor Blood's Coffin,1961,4.8,618
Operation Snafu,1961,5.8,368
Jab Pyar Kisise Hota Hai,1961,7.2,93
Red Blossoms,1961,4.3,9
Dead Eyes of London,1961,6.4,803
Go Naked in the World,1961,5.3,204
The Marriage-Go-Round,1961,6,272
Mother Joan of the Angels,1961,7.7,2318
The Assassin,1961,7,736
By Love Possessed,1961,5.6,394
The Devil's Daffodil,1961,5.6,371
The Mongols,1961,5.4,226
Susan Slade,1961,6.5,588
Portrait of a Mobster,1961,6.7,97
Dondi,1961,3.6,218
A Weekend with Lulu,1961,6.4,120
"Nefertite, regina del Nilo",1961,5.4,211
Anatomy of a Psycho,1961,3.9,379
Battle of the Worlds,1961,4.3,601
Bloodlust!,1961,3.2,1958
The Secret Ways,1961,6.1,168
The Connection,1961,7,548
Ada,1961,6.7,760
Angel Baby,1961,6.2,236
The Three Musketeers: Part I - The Queen's Diamonds,1961,6.6,336
Werewolf in a Girls' Dormitory,1961,4.8,835
Romanoff and Juliet,1961,6.6,389
The Counterfeiters of Paris,1961,7.2,891
Valley of the Lions,1961,4.9,121
The Best of Enemies,1961,6.9,478
Twenty Plus Two,1961,6.3,217
Garibaldi,1961,6.3,241
Jungle Fighters,1961,6.9,632
Hum Dono,1961,7.4,328
The Last Judgment,1961,6.7,467
Daniella by Night,1961,5.1,97
A Cold Wind in August,1961,6.6,280
Far til fire med fuld musik,1961,5.7,241
Double Bunk,1961,6.4,216
Samson,1961,5,114
The Big Show,1961,5.7,105
Sail a Crooked Ship,1961,6.1,148
The Story of Joseph and His Brethren,1961,5.6,150
Shola Aur Shabnam,1961,7.9,32
Black Tights,1961,6.4,170
Konga,1961,4,1074
A Fever in the Blood,1961,6.4,191
The Giant of Metropolis,1961,4.9,298
Roommates,1961,6,205
Valley of the Dragons,1961,5,318
The Mark,1961,7.5,650
The Last Time I Saw Archie,1961,6,336
Bhabhi Ki Chudiyan,1961,5.2,27
Call Me Genius,1961,7.4,810
7 Women from Hell,1961,5.2,85
Bondage Gladiator Sexy,1961,5.5,68
Synoikia to Oneiro,1961,8,564
The Choppers,1961,5,267
The Canadians,1961,5.2,152
Dentist on the Job,1961,5.2,197
Die seltsame Gräfin,1961,6,391
The Young Doctors,1961,6.7,358
A Coming-Out Party,1961,6.7,460
Harry og kammertjeneren,1961,7.6,339
The Snake Woman,1961,4.9,299
Mad Dog Coll,1961,5.3,195
A Matter of WHO,1961,6.5,100
Pecado de amor,1961,6.2,52
Teen Kanya,1961,8.1,1110
Don Camillo monsignore... ma non troppo,1961,7,1455
"Nikki, Wild Dog of the North",1961,7,339
Cuando regrese mamá,1961,7.5,11
Mole Men Against the Son of Hercules,1961,5,224
What a Whopper,1961,5.2,166
Phantom Lovers,1961,7,400
Three Came Back,1961,5.5,60
Invasion of the Neptune Men,1961,2,2348
The Return of Dr. Mabuse,1961,5.7,441
The Devil's Messenger,1961,4.8,369
War Is Hell,1961,6.5,80
Vengeance of the Three Musketeers,1961,6.5,254
Armored Command,1961,5.2,185
To Kill a Mockingbird,1962,8.3,264349
Lolita,1962,7.6,80459
Lawrence of Arabia,1962,8.3,234844
Dr. No,1962,7.3,131208
How the West Was Won,1962,7.1,16541
Girls! Girls! Girls!,1962,5.6,2336
The L-Shaped Room,1962,7.4,1421
The Man Who Shot Liberty Valance,1962,8.1,61181
What Ever Happened to Baby Jane?,1962,8.1,43892
The Longest Day,1962,7.8,48029
The Manchurian Candidate,1962,8,66747
The Music Man,1962,7.7,14485
Cape Fear,1962,7.8,23328
Crooks Anonymous,1962,6.3,382
The Trial,1962,7.8,16640
Sanjuro,1962,8.1,26274
Harakiri,1962,8.7,23499
The Miracle Worker,1962,8.1,14152
Jules and Jim,1962,7.9,32455
King Kong vs. Godzilla,1962,5.9,6741
Ivan's Childhood,1962,8.1,25119
That Touch of Mink,1962,6.7,7573
Six Black Horses,1962,6.6,459
The Exterminating Angel,1962,8.2,24020
Carnival of Souls,1962,7.2,17060
Mutiny on the Bounty,1962,7.3,13195
The Lion,1962,6.5,453
Days of Wine and Roses,1962,7.9,10179
Cleo from 5 to 7,1962,8,10969
Hatari!,1962,7.2,10499
Vivre Sa Vie,1962,8,22759
Knife in the Water,1962,7.6,17354
Lonely Are the Brave,1962,7.7,6977
Gypsy,1962,7.2,4907
On the Beat,1962,6.9,733
Boccaccio '70,1962,7.2,3245
Follow That Dream,1962,6.6,1996
L'Eclisse,1962,7.9,14373
Lisa,1962,6.9,344
Birdman of Alcatraz,1962,7.8,14186
Ride the High Country,1962,7.5,10701
Il Sorpasso,1962,8.2,7475
Taras Bulba,1962,6.4,3169
Advise & Consent,1962,7.8,5685
Kid Galahad,1962,6.1,2156
Jack the Giant Killer,1962,6.5,1861
The Loneliness of the Long Distance Runner,1962,7.7,6850
Long Day's Journey Into Night,1962,7.7,4033
Sweet Bird of Youth,1962,7.4,5996
In Search of the Castaways,1962,6.7,2444
The Road to Hong Kong,1962,6.6,2249
A Kind of Loving,1962,7.4,1289
An Autumn Afternoon,1962,8.2,6404
Billy Rose's Jumbo,1962,6.3,1173
The 300 Spartans,1962,6.7,6119
Panic in the Year Zero,1962,6.7,3271
Hell Is for Heroes,1962,7,5771
Tales of Terror,1962,6.9,5460
Premature Burial,1962,6.6,3070
Walk on the Wild Side,1962,6.8,1586
Sergeants 3,1962,6.1,968
Billy Budd,1962,7.9,3470
Two for the Seesaw,1962,6.7,1294
The Tale of Zatoichi,1962,7.7,4027
Eegah,1962,2.2,5195
Requiem for a Heavyweight,1962,7.9,3489
"Burn, Witch, Burn",1962,7,2457
Experiment in Terror,1962,7.2,3453
Mr. Hobbs Takes a Vacation,1962,6.9,4177
Wild Gals of the Naked West,1962,4.2,549
Mamma Roma,1962,7.9,7089
Tower of London,1962,6.4,1579
If a Man Answers,1962,7,904
House on Bare Mountain,1962,4.3,351
The Phantom of the Opera,1962,6.4,2423
State Fair,1962,6,928
Two Weeks in Another Town,1962,6.5,1715
The Brain That Wouldn't Die,1962,4.2,5407
The Magic Sword,1962,4.3,1764
Geronimo,1962,5.9,900
The Chapman Report,1962,5.7,641
These Are the Damned,1962,6.8,2491
The War Lover,1962,6.7,1485
The Wonderful World of the Brothers Grimm,1962,6.4,1309
David and Lisa,1962,7.3,2236
Freud,1962,7.3,2113
Light in the Piazza,1962,7,1244
Phaedra,1962,7.1,1207
Period of Adjustment,1962,6.4,951
The Trial of Joan of Arc,1962,7.6,3597
Chushingura,1962,7.8,1741
Merrill's Marauders,1962,6.7,1755
Some People,1962,6.4,152
Damn the Defiant!,1962,7.1,2045
Electra,1962,7.7,1077
The Three Stooges Meet Hercules,1962,6.4,840
Night Creatures,1962,6.8,2303
Gay Purr-ee,1962,6.9,1496
The World's Greatest Sinner,1962,6.6,664
Sundays and Cybèle,1962,7.8,2466
The Four Horsemen of the Apocalypse,1962,6.7,1748
The Notorious Landlady,1962,6.8,1435
Diamond Head,1962,6.1,616
The Counterfeit Traitor,1962,7.6,2081
The Intruder,1962,7.7,2221
Planeta bur,1962,6.5,993
Carry On Cruising,1962,6.1,2122
Waltz of the Toreadors,1962,5.8,573
The Bellboy and the Playgirls,1962,3.4,118
Love on a Pillow,1962,5.5,425
Rome Adventure,1962,6.5,980
The Broken Land,1962,5.1,258
The Girls,1962,8,2457
Salvatore Giuliano,1962,7.4,2432
The Awful Dr. Orlof,1962,6.2,1264
Love at Twenty,1962,7.4,1764
Go to Blazes,1962,5.8,136
Five Weeks in a Balloon,1962,5.8,999
Eva,1962,6.6,991
Sodom and Gomorrah,1962,5.8,1260
My Geisha,1962,6.5,1168
Gulebakavali Katha,1962,8.2,53
The Slave,1962,6,262
War of the Buttons,1962,7.5,2122
La Commare Secca,1962,6.9,1859
All Fall Down,1962,6.9,1487
Five Miles to Midnight,1962,6.4,790
Hitler,1962,5.7,256
40 Pounds of Trouble,1962,6.6,629
The Horrible Dr. Hichcock,1962,6.7,955
War Hunt,1962,6.3,718
A View from the Bridge,1962,7.1,344
A Very Private Affair,1962,5.6,873
The Outrageous Baron Munchausen,1962,7.7,1271
Pitfall,1962,7.8,2900
Big Red,1962,6.5,595
Sahib Bibi Aur Ghulam,1962,8.4,1304
Term of Trial,1962,7.1,552
Agostino,1962,6.8,126
Zotz!,1962,6,624
The Day Mars Invaded Earth,1962,4.8,654
Swords of Blood,1962,6.7,1919
Tender Is the Night,1962,6.1,561
The Seven Deadly Sins,1962,6.5,383
Wild Guitar,1962,3.8,741
Gigot,1962,7.4,1020
Bees Saal Baad,1962,7.1,279
Journey to the Seventh Planet,1962,4.8,1282
Tonight for Sure,1962,3.2,156
The Night Before Christmas,1962,7.8,987
Escape from Zahrain,1962,6.1,495
The Condemned of Altona,1962,6.9,380
The Pirates of Blood River,1962,6.4,739
Twice Round the Daffodils,1962,6.2,218
Gundamma Katha,1962,8.9,881
No Man Is an Island,1962,7,371
The Legend of Lobo,1962,7,393
The Tale of Zatoichi Continues,1962,7.3,1772
Bon Voyage!,1962,5.8,491
The Boys,1962,7.3,362
Ibu mertuaku,1962,7.8,93
Only Two Can Play,1962,6.8,863
Moon Pilot,1962,5.6,323
Satan Never Sleeps,1962,6.1,541
Hemingway's Adventures of a Young Man,1962,6.4,433
Sherlock Holmes and the Deadly Necklace,1962,5.6,583
A Monkey in Winter,1962,7.6,1986
Pressure Point,1962,7.1,1116
Young and Willing,1962,6.3,100
Jigsaw,1962,7.2,590
Adorable Julia,1962,7.1,95
Professor,1962,7,173
All Night Long,1962,7.1,805
Tarzan Goes to India,1962,5.5,381
Blaze Starr Goes Nudist,1962,2.9,286
Almost Angels,1962,7.1,304
The Spiral Road,1962,6.4,382
The Given Word,1962,8.3,2182
The Dungeon of Harrow,1962,3.2,389
Boys' Night Out,1962,6.7,1594
Crazy Desire,1962,6.9,252
Gorath,1962,6,494
It's Only Money,1962,6.5,738
The Three Stooges in Orbit,1962,5.9,727
China Town,1962,6.9,157
Who's Got the Action?,1962,5.8,261
Jessica,1962,5.6,219
Hands of a Stranger,1962,5.1,493
Invasion of the Star Creatures,1962,3.1,598
The Devil and the Ten Commandments,1962,6.9,618
"Vulcan, Son of Giove",1962,4.4,130
Varan the Unbelievable,1962,5,536
Le signe du lion,1962,7.4,1440
The Avenger,1962,5.3,314
The Treasure of the Silver Lake,1962,6.9,2377
Santo Versus the Vampire Women,1962,3.4,1015
The Creation of the Humanoids,1962,5.8,751
Ma Beta,1962,4.8,12
Fury of Achilles,1962,5.9,191
She Knows Y' Know,1962,6.2,44
The Prince and the Pauper,1962,6.4,45
Le septième juré,1962,7.5,607
The Cabinet of Caligari,1962,5.8,693
Therese,1962,7.4,382
Trial and Error,1962,6.3,436
"Ninja, a Band of Assassins",1962,7.3,659
The Raiders of Leyte Gulf,1962,4.1,44
Confessions of an Opium Eater,1962,6.5,462
The Sun in a Net,1962,7.6,596
Gladiators 7,1962,5.6,148
The Interns,1962,6.6,283
Mermaids of Tiburon,1962,5.7,109
The Fury of Hercules,1962,4.8,140
Five Finger Exercise,1962,6.8,160
Tales of Paris,1962,6.2,73
Les mystères de Paris,1962,6.5,292
Nudes of All Nations,1962,5.7,24
Sinners Go to Hell,1962,6.8,67
Main Chup Rahungi,1962,7.5,26
Secret of the Red Orchid,1962,5.6,400
The Reluctant Saint,1962,7.1,281
Kozara,1962,7.3,545
Careless,1962,7.1,145
La gran familia,1962,6.6,372
It Happened in Athens,1962,5.5,180
Tyutyun,1962,7.3,263
The Elusive Corporal,1962,7.1,634
This Is Not a Test,1962,5.5,607
The Proper Time,1962,7.9,7
Mafioso,1962,7.7,1972
Anpadh,1962,7.3,79
La spada del Cid,1962,4.3,64
Vallah Kya Baat Hai,1962,7.4,20
Big and Little Wong Tin Bar,1962,6.9,150
Little Red Riding-Hood,1962,5.9,90
Asli-Naqli,1962,7.4,211
The Password Is Courage,1962,6.8,985
Aarti,1962,7.4,45
La reina del Chantecler,1962,6.9,78
The Horizontal Lieutenant,1962,6,290
Guns of Darkness,1962,6.2,187
Caesar Against the Pirates,1962,5.2,54
Alyonka,1962,7.5,88
Half Ticket,1962,7.5,399
Man in Outer Space,1962,6,102
I Thank a Fool,1962,6.2,274
Tower House,1962,5,22
Tunnel 28,1962,6.6,359
The Brainiac,1962,5,874
Ring-A-Ding Rhythm!,1962,6.2,260
The Birds,1963,7.7,150972
The Great Escape,1963,8.2,200129
It Happened at the World's Fair,1963,6.1,2073
It's a Mad Mad Mad Mad World,1963,7.6,33652
From Russia with Love,1963,7.5,103042
8½,1963,8.1,97142
Jason and the Argonauts,1963,7.4,20425
Cleopatra,1963,7,25735
Charade,1963,8,58324
The Haunting,1963,7.6,30614
The Pink Panther,1963,7.2,43587
Fun in Acapulco,1963,5.9,2436
McLintock!,1963,7.3,11047
The Sword in the Stone,1963,7.2,77420
Contempt,1963,7.7,24061
Lord of the Flies,1963,7,15639
Dementia 13,1963,5.7,6120
Bye Bye Birdie,1963,6.6,6570
The Leopard,1963,8.1,19537
PT 109,1963,6.5,1995
Donovan's Reef,1963,6.9,6931
"Yesterday, Today and Tomorrow",1963,7.3,6333
The Nutty Professor,1963,6.7,13944
Hud,1963,7.9,17123
Irma la Douce,1963,7.4,14800
High and Low,1963,8.4,22885
Winter Light,1963,8.1,17864
Tom Jones,1963,6.6,10011
The Terror,1963,5,6074
The Servant,1963,7.9,7725
Billy Liar,1963,7.4,4996
The List of Adrian Messenger,1963,7,4216
Invasion of the Triffids,1963,6.1,6511
Heavens Above!,1963,6.8,1214
"Move Over, Darling",1963,7,4373
Black Sabbath,1963,7.2,8757
Nurse on Wheels,1963,6,215
The Silence,1963,8,15109
Lilies of the Field,1963,7.6,7717
This Sporting Life,1963,7.8,5190
Love with the Proper Stranger,1963,7.5,3561
The Incredible Journey,1963,7.1,3343
The Three Lives of Thomasina,1963,7.3,1894
The Fire Within,1963,8,6801
The Kiss of the Vampire,1963,6.4,2319
The Thrill of It All,1963,7,4129
The Victors,1963,7.1,1257
The Raven,1963,6.7,9107
Shock Corridor,1963,7.5,9602
Son of Flubber,1963,6.1,2307
Spencer's Mountain,1963,7.1,2179
Promises..... Promises!,1963,5.2,324
4 for Texas,1963,5.6,2707
Blood Feast,1963,5.1,4987
Summer Holiday,1963,6.1,1166
The V.I.P.s,1963,6.3,2960
Summer Magic,1963,7.1,1920
The Courtship of Eddie's Father,1963,6.8,2192
"Captain Newman, M.D.",1963,7,1977
Beach Party,1963,5.8,1651
Le Petit Soldat,1963,7.3,4946
55 Days at Peking,1963,6.8,5316
Evil Eye,1963,7.1,3224
Le Doulos,1963,7.9,7505
The Whip and the Body,1963,6.9,2803
America America,1963,7.8,4220
A Child Is Waiting,1963,7.3,2185
Toys in the Attic,1963,6.9,863
The Haunted Palace,1963,6.8,5020
The Comedy of Terrors,1963,6.8,4266
The Old Dark House,1963,5.4,1230
The Wheeler Dealers,1963,6.6,979
Paranoiac,1963,7,2045
The Running Man,1963,6.6,788
"Take Her, She's Mine",1963,6.4,1017
The Ugly American,1963,6.7,1627
The Organizer,1963,8.1,2017
Come Blow Your Horn,1963,6.1,938
Kings of the Sun,1963,6.3,1444
The Executioner,1963,8.1,4614
Carry On Cabby,1963,6.4,2029
Murder at the Gallop,1963,7.3,4389
Savage Sam,1963,6.4,819
Winnetou,1963,6.9,3191
Sunday in New York,1963,6.8,2141
Dry Summer,1963,8.1,2944
The Cardinal,1963,6.7,2064
Who's Been Sleeping in My Bed?,1963,6,422
The Sadist,1963,6.8,2044
L'Immortelle,1963,7.4,807
"Dr. Syn, Alias the Scarecrow",1963,7.5,262
Sparrows Can't Sing,1963,6.5,225
The Partner,1963,5.3,26
Johnny Cool,1963,6.5,637
Who's Minding the Store?,1963,6.8,1959
"Muriel, or the Time of Return",1963,7.5,2362
Soldier in the Rain,1963,6.9,1376
X: The Man with the X-Ray Eyes,1963,6.7,5293
I Could Go on Singing,1963,7,1156
Scum of the Earth,1963,5.4,486
The Big City,1963,8.3,2654
Siege of the Saxons,1963,4.7,340
Diary of a Madman,1963,6.4,1720
Flipper,1963,6.1,1480
Bay of Angels,1963,7.4,2304
The Insect Woman,1963,7.5,1599
The Girl Hunters,1963,6.2,438
A Stitch in Time,1963,7.1,854
A Gathering of Eagles,1963,6.3,703
Ladies Who Do,1963,7,223
A New Kind of Love,1963,6,1074
Maniac,1963,5.8,707
Atragon,1963,6.1,711
Come Fly with Me,1963,6.1,530
The Crimson Blade,1963,6.5,397
Deya Neya,1963,7.5,119
The Guest,1963,7.2,519
The Monkey King,1963,8.2,1409
Miracle of the White Stallions,1963,6.6,482
The Prize,1963,6.8,3691
Drums of Africa,1963,4.8,122
The Mouse on the Moon,1963,6.5,1271
The Wrong Arm of the Law,1963,6.8,1491
The Caretakers,1963,5.2,605
Carry On Jack,1963,5.9,1765
13 Frightened Girls,1963,5.2,495
Judex,1963,7.3,1896
For Love or Money,1963,6.2,345
Palm Springs Weekend,1963,6,681
Matango,1963,6.6,2187
I mostri,1963,7.6,1829
Ro.Go.Pa.G.,1963,7.1,1317
The Crawling Hand,1963,2.8,1393
The Small World of Sammy Lee,1963,7.1,221
Horror Castle,1963,5.9,911
Raven's End,1963,7.8,1208
Any Number Can Win,1963,7.4,2371
Rampage,1963,5.7,438
Youth of the Beast,1963,7.6,2601
The Conjugal Bed,1963,7.1,393
Under the Yum Yum Tree,1963,6.1,1391
Hallelujah the Hills,1963,7,109
An Actor's Revenge,1963,7.6,1667
Monstrosity,1963,2.7,2135
Suzanne's Career,1963,7.2,2382
El Naser Salah el Dine,1963,7.8,1742
Wives and Lovers,1963,6,182
Squeak-squeak,1963,6.5,1227
Sword of Lancelot,1963,5.8,387
My Six Loves,1963,6.9,428
In the Cool of the Day,1963,5,395
Young Aphrodites,1963,6.8,632
Magnet of Doom,1963,6.6,986
Call Me Bwana,1963,5.3,631
Voyage to the End of the Universe,1963,7,1504
The Empty Canvas,1963,7.4,615
The Hook,1963,6.6,508
The Ghost,1963,6.2,912
New Tale of Zatoichi,1963,7.5,1427
Unearthly Stranger,1963,6.6,413
Bharosa,1963,5.5,18
Captain Sindbad,1963,5.6,760
Detective Bureau 2-3: Go to Hell Bastards!,1963,6.9,528
Monsieur Gangster,1963,7.9,4688
Twilight of Honor,1963,6.2,450
The Swingin' Maiden,1963,6.5,229
Naked Complex,1963,5,29
Mere Mehboob,1963,7.1,158
Taj Mahal,1963,6.9,102
House of the Damned,1963,5.1,306
Twice-Told Tales,1963,6.8,2093
Agente XU 777,1963,6.8,122
Station Six-Sahara,1963,6.5,154
Scheherazade,1963,5.8,82
The Red Lanterns,1963,8.2,1336
Les Carabiniers,1963,7,2594
The Man from the Diners' Club,1963,6.2,281
Tere Ghar Ke Samne,1963,7.4,334
The Slime People,1963,2.5,1030
Gunfight at Comanche Creek,1963,6.2,464
"Hercules, Samson & Ulysses",1963,5,382
Showdown,1963,6.3,292
Heavenly Bodies!,1963,5.5,48
Love Is a Ball,1963,6.1,407
The Blancheville Monster,1963,5.1,449
Flaming Creatures,1963,5,1093
Jûsan-nin no shikaku,1963,7.6,674
Passenger,1963,7.6,1231
Barren Lives,1963,7.6,1865
Perseus Against the Monsters,1963,4.7,299
Follow the Boys,1963,5.3,254
Ladybug Ladybug,1963,7.3,628
Papa's Delicate Condition,1963,6.6,547
Lava Kusa,1963,8,413
The Demon,1963,7.1,358
Maigret voit rouge,1963,6.3,361
Il magnifico avventuriero,1963,5.3,64
The Stripper,1963,7,283
The Three Stooges Go Around the World in a Daze,1963,6.6,583
Sweet Skin,1963,6.4,103
Parasmani,1963,6.8,31
When the Cat Comes,1963,7.3,706
Gidget Goes to Rome,1963,5.1,542
Sandokan the Great,1963,6,253
The Love Eterne,1963,7.3,322
Hamrahi,1963,6.7,26
Tarzan's Three Challenges,1963,5.9,348
Zatoichi on the Road,1963,7.3,1245
Bandini,1963,7.7,670
The Black Abbot,1963,5.8,570
Palatak,1963,8.2,74
Chi lavora è perduto (In capo al mondo),1963,6.3,111
The Cool World,1963,6.8,370
Sehra,1963,6,32
Bluebeard,1963,6.6,720
"50,000 B.C. (Before Clothing)",1963,4.5,81
Bitter Harvest,1963,6,251
A Boy Ten Feet Tall,1963,7.2,440
Wall of Noise,1963,6.5,128
Tammy and the Doctor,1963,6.1,562
The Fast Lady,1963,6.2,492
I Fidanzati,1963,7.7,1481
Nine Hours to Rama,1963,6.7,347
Zatoichi the Fugitive,1963,7.3,1245
Koroleva benzokolonki,1963,7.3,986
Hands Over the City,1963,7.7,2030
The Ceremony,1963,5.8,96
Gumrah,1963,6.7,97
The Cool Mikado,1963,3.5,45
Vice and Virtue,1963,5.8,221
Dr. Crippen,1963,6.3,272
Calculated Risk,1963,6.8,64
Thunder Island,1963,5.3,101
What a Crazy World,1963,6.1,99
Samson and the Slave Queen,1963,4.9,133
Nackt unter Wölfen,1963,7.3,633
The Gun Hawk,1963,5.9,211
Polytehnitis kai erimospitis,1963,8.2,879
Uncle Vanya,1963,7.1,110
"Mary, Mary",1963,6.2,290
Aliki,1963,6,64
The Yellow Canary,1963,7.2,61
"Casablanca, Nest of Spies",1963,5.3,59
The Madmen of Mandoras,1963,2.8,495
A Ticklish Affair,1963,5.9,307
Tis kakomoiras,1963,8.8,1847
Cry of Battle,1963,5.6,168
The Very Edge,1963,7,86
The Balcony,1963,6,351
Kingdom of Crooked Mirrors,1963,7.4,958
Mary Poppins,1964,7.8,130527
My Fair Lady,1964,7.9,77727
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.4,404586
A Fistful of Dollars,1964,8,173339
Goldfinger,1964,7.7,155325
Santa Claus Conquers the Martians,1964,2.6,9981
Kissin' Cousins,1964,5.3,1744
Zulu,1964,7.8,32626
Marnie,1964,7.2,39510
A Hard Day's Night,1964,7.7,35980
The Last Man on Earth,1964,6.9,15157
A Shot in the Dark,1964,7.5,22739
What a Way to Go!,1964,7,3586
Roustabout,1964,6,2262
